VENDOR,PARTNUMBER,DESCRIPTION,LOCATION,QUANTITY,CONDITION
CISCO,CISCO3845-MB,CISCO 3845 Router,150122PILv,1,USED
CISCO,CISCO887-K9,CISCO.CISCO 887 ADSL Integrated Services Router,150122PILv,1,USED
CISCO,CISCO887VA,Integrated Services Router,150122PILv,1,USED
CISCO,CISCO1941-K9,CISCO 1941 Integrated Services Router,150122PILv,1,USED
CISCO,CISCO2921-K9,SWITCH,150122PILv,1,USED
HUAWEI,02311BJS,BTS3911E 2100M+1800M WDMIMB DGX0A 02311HEQ WD6MIMB,150122PILv,1,USED
HUAWEI,02311EQL,LRFUe BTS3900/BTS5900  WD5M08LRFUE1 800MHZ 4G,150122PILv,1,USED
HUAWEI,02311BYE,RRU3959 for Multi-mode 1800MHz (2*60W),150122PILv,1,USED
ERICSSON,KRD901060/20,SMALCELL 6402 RBS R2B 48V MAX 2A IP20,150122PILv,1,USED
"IBM
",X3650,SERVER - W/O HDD,150122PILv,1,USED
Tellabs,STM1/0C3,STM1/0C3-1-Port Channelised,150122PILv,1,USED
Symmetricom,090-50322-01,GPS Module TimeProvider5000,150122PILv,1,USED
SIEMENS,S42024-L5217-A200-9,Description is not found,150122PILv,1,USED
SIEMENS,S42024-L5218-A200-10,Description is not found,150122PILv,1,USED
SIEMENS,S42024-L5223-B100-3,Description is not found,150122PILv,1,USED
SIEMENS,S42024-L5232-B100-2,Description is not found,150122PILv,1,USED
QUANTUM,AXM2400,TENOR AX Series GATEWAY AXSeries SERVER EQUIPMENT,150122PILv,1,USED
NOKIA,3AL81072AA,1660SM MATRIX ENHANCED UNIT,150122PILv,1,USED
NOKIA,3AL79135AB,1670-1660 SM ASEL Control & GENERAL I/F HC 3W,150122PILv,1,USED
NOKIA,3AG24476AA,1678 MCC 2X 10 GBE PRT/XFP,150122PILv,1,USED
NOKIA,3AG33295AA,1830/1870 PSS 10X10G UNIVERSAL /XFP,150122PILv,1,USED
NOKIA,3AG24176AA,3AG24176AA-1678-MCC 4 X STM16 PT/SFP,150122PILv,1,USED
NOKIA,3FE26685AA,7302 ISAM FD-16 10G subrack - 48V only - excl. fan ,150122PILv,1,USED
NOKIA,3FE53701AC,7360 ISAM FX 480Gbps NT with ETSI E1 BITS - Synchr,150122PILv,1,USED
NOKIA,3HE08428AA,7750 SR SFM5-12,150122PILv,1,USED
NOKIA,3AL97086AA,E3B-1 EMUX Module,150122PILv,1,USED
NOKIA,3AL97043AC,FAU Board NOKIA,150122PILv,1,USED
NOKIA,3AL97165AC,ISA-ES18FE NOKIA Board,150122PILv,1,USED
NOKIA,3EC37533NB,ISAM FD Fan With Dustfilter - 48V only,150122PILv,1,USED
NOKIA,3KC19274AB,MT1T9C PSS-36 MATRIX 1.9T,150122PILv,1,USED
NOKIA,3AL97081AC,MU48-1642 EDGE MULTIPLEXER,150122PILv,1,USED
NOKIA,3AL97079AC,SDC1B28 NOKIA Board,150122PILv,1,USED
NOKIA,3AL98269AA,SERGI CARD,150122PILv,1,USED
NOKIA,8DG15432AA,STM64 PORT XFP PLUGGABLE,150122PILv,1,USED
NOKIA,3HE05029AB,SYS - 7210 SAS M24F DC,150122PILv,1,USED
MRV,LX-4016T-112DC,4000T Series SWITCH MRV USA,150122PILv,1,USED
JUNIPER,710-007300,CHANNELIZED STM1 SMF-IR,150122PILv,1,USED
JUNIPER,SRX3K-RE-12-10,COUCAG0BAA - 750-021914 Routing Engine - router - p,150122PILv,1,USED
JUNIPER,SSG520M-SH,Enterprise Secure Services Security Gateway Appliance,150122PILv,1,USED
JUNIPER,NS-050-005,Juniper Netscreen 50 NS-050-005 Advanced VPN/Firew,150122PILv,1,USED
JUNIPER,SRX3K-NPC,Juniper Networks SRX 3000 Network Processing Board,150122PILv,1,USED
JUNIPER,FFANTRAY-MX960-S-C,MX960 FAN,150122PILv,1,USED
JUNIPER,SRX3K-SFB-12GE-A,Port Gigabit Ethernet Switch Fabric Module,150122PILv,1,USED
JUNIPER,SSG-20-SH,Services Gateway - Firewall - VPN,150122PILv,1,USED
JUNIPER,SRX3600-CHASA,SRX3600-CHASA-SRX3K-2XGE-XFP SRX3K-16GE-TX SRX3K-SFB-12GE 4x AC,150122PILv,1,USED
JUNIPER,SRX3600-FAN,SRX3600-FAN,150122PILv,1,USED
JUNIPER,MX-MPC2-3D,Universal Edge Router MPC2 Module,150122PILv,1,USED
INFINERA,DTC-ANSI-B-B2+,GC-DTC-ANSI-B-B2+-CH,150122PILv,1,USED
HUAWEI,03056916,CN26UPBA0  - UNIVERSAL PROCESS BLADE  - XEON E5-2618L V4 SERVER (1CPU+2*16G DDR4+4G FLASH -  MSOFTX3000,150122PILv,1,USED
HUAWEI,02300711,CN2K01T8290  OSTA 2.0 8290 Frame,150122PILv,1,USED
HUAWEI,03030GSH,CR52-P20-12x100/1000Base-X-SFP 12-Port 100/1000Base-SFP Flexible Card,150122PILv,1,USED
HUAWEI,03030ETQ,CR52EAGFG0 NE80E 10-port GbE SFP Optical Interface LPU,150122PILv,1,USED
HUAWEI,02310QMP,CR5M002FBX72 X2 M16 Fan Unit,150122PILv,1,USED
HUAWEI,03030BWS,EMS4,150122PILv,1,USED
HUAWEI,02121961,FT482A10 FAN TNG1FAN,150122PILv,1,USED
HUAWEI,03020QCQ,H80D00GICK01 2-port GE Optical/Electrical Interface Board,150122PILv,1,USED
HUAWEI,03021DVB,H80D00SCUH01 Super Control Unit Board,150122PILv,1,USED
HUAWEI,02351082,H80Z1MABC  H80Z1 ETSI SERVICE SHELF 48V/60V FAN,150122PILv,1,USED
HUAWEI,03020PFJ,H83D00VDSE01 24-port VDSL2 over POTS Service Board(with 600 ohm Impedance Splitter),150122PILv,1,USED
HUAWEI,03020MCT,H83D05VDGE01 16-port VDSL over POTS Service Board(with 600 ohm Impedance Splitter),150122PILv,1,USED
HUAWEI,02310QSL,H83MMA569823. xPON/GE Multi-service Access Module Assembly Chassis(AC. supporting backup power.2GE ETH+2GE ETH/Fiber COMBO.supporting 3 CLOCK. without Optical Transceiver).,150122PILv,1,USED
HUAWEI,SCR52-NE40E-BASE8-AC,HUAWEI Router 40E Chassis,150122PILv,1,USED
HUAWEI,03020LGG,LE0MG48SC-48-Port 100/1000BASE-X Interface Board (EC.SFP) ,150122PILv,1,USED
HUAWEI,03020UBB,MA5616 H83D00CCUC01 Multi-Service Centralized Control Unit Board,150122PILv,1,USED
HUAWEI,03027541,OptiX OSN 3500 SSN1DCU Single Channel Dispersion Compensation Board (80km -LC),150122PILv,1,USED
HUAWEI,03022QGW,OptiX OSN 8800 TN54STG Clock Board,150122PILv,1,USED
HUAWEI,03020JTU,OSN500 TNH1ISUA - 8xFE/21xE1/120ohm(T1/100ohm)/2xSTM-1/4 Integrated system Control Unit,150122PILv,1,USED
HUAWEI,02120713,POWER DISTRIBUTION BOX AC/DC Power Rack,150122PILv,1,USED
HUAWEI,02352765,S6348-EI Mainframe (48 GE SFP/10 GE SFP+. Chassis. Dual Slots of power. Without Power Module,150122PILv,1,USED
HUAWEI,03535010,SE1D4002 -40-CHANNEL DEMULTIPLEXING UNIT(C_EVEN -THERMAL AWG -LC) OptiX DWDM,150122PILv,1,USED
HUAWEI,03833210,SL1 BOARD,150122PILv,1,USED
HUAWEI,03020RDK,SL9D00EM6T01 4 * FE (RJ45)/2 *GE(RJ45) Fast/Gigabit Ethernet Board with switch function,150122PILv,1,USED
HUAWEI,02310VBV,SLD3IRU101 RTN 905 System 4*GE(RJ45)+2*GE(SFP)+16*E1+2*STM-1(SFP)+2*Combo Port+1*IF IDU Unit(-48VDC). INDOOR MWave,150122PILv,1,USED
HUAWEI,03785410,SLO1 BOARD 8xSTM-16 Optical Interface Board,150122PILv,1,USED
HUAWEI,03892010,SLT1 Board,150122PILv,1,USED
HUAWEI,03887910,SSE1SC207 SC2 Board,150122PILv,1,USED
HUAWEI,03997810,SSE30PUC03C Board OPU,150122PILv,1,USED
HUAWEI,03039978,SSE3OPUC03C C-BAND Optical Pre-Amplifier 23DB GAIN  - 15DBM OUT,150122PILv,1,USED
HUAWEI,03030JRX,SSE7LWFST01-STM-64 Transmit-receive Line Wavelength Conversion Board,150122PILv,1,USED
HUAWEI,03737410,SSN1SL16A02,150122PILv,1,USED
HUAWEI,03030CCS,SSN1SL64(Ls-64.2 -LC) 10G STM-64 optical interface board (Ls-64.2 - LC),150122PILv,1,USED
HUAWEI,03021SJC,SSN2PQ1B03 63xE1 Service Processing Board(E1/120ohm),150122PILv,1,USED
HUAWEI,03020QCD,SSN2PSXCSA OSN 3500-200G TDM and 100G Packet Switching and Synchronous Timing Board,150122PILv,1,USED
HUAWEI,03050658,SSN2SLQ410,150122PILv,1,USED
HUAWEI,03030EAE,SSN4EFS001 10M/100M Fast Ethernet Processing Board,150122PILv,1,USED
HUAWEI,03030AMW,SSQ2CXL16 STM-16 System Control -Cross-connect -Optical,150122PILv,1,USED
HUAWEI,03020TNR,SST1PIUB OptiX OSN 7500 Power Interface Unit,150122PILv,1,USED
HUAWEI,03025VXX,TMF1SCC System Control and Communication board,150122PILv,1,USED
HUAWEI,03020GMJ,TN8D000EG800 81EG8 8xPorts Processing Board,150122PILv,1,USED
HUAWEI,02300615,TNB1AFB Chassis OPTIX PTN 3900,150122PILv,1,USED
HUAWEI,03020RXQ,TNM1AUX Assistant Channel Interface Board,150122PILv,1,USED
HUAWEI,03020VWP,TNN1PSXCS Super Cross-connect and Synchronous Timing Board,150122PILv,1,USED
HUAWEI,03022PBR,TNS1EFI01 EMI Filter Interface Board(U16) EFI,150122PILv,1,USED
HUAWEI,03024JUL,TNU2CTU01 System Control and Communication Board With Clock Processing Function OSN 9800 T64,150122PILv,1,USED
HUAWEI,03032KCL,TNV3T401C21 1*100G TRIBUTARY SERVICEPROCESSING BOARD - OSN 9800,150122PILv,1,USED
HUAWEI,02120464,TPFAN01A  FAN Unit,150122PILv,1,USED
HUAWEI,03023CAJ,WD22PMIA POWER MONITOR INTERFACE APM30H APM5930,150122PILv,1,USED
HUAWEI,03022HEK,WD2DUBBPD400 Universal Baseband Processing Unit d4,150122PILv,1,USED
HUAWEI,03055289,WP11SPUC Signal Processing Unit ,150122PILv,1,USED
GENBAND,825-0057-141,GENBAND GP Chassis Chassis Chassis 65AMP MAX,150122PILv,1,USED
ERICSSON,ROJ20412/31,CCD,150122PILv,1,USED
ERICSSON,ROJ206001/1,CCU-1,150122PILv,1,USED
ERICSSON,BFD101109/5,CPSB 12GW,150122PILv,1,USED
ERICSSON,ROJ207009/1,CPU-60/C1,150122PILv,1,USED
ERICSSON,ROJ1192257/1,ET-C41,150122PILv,1,USED
ERICSSON,ROJ1192257/3,ET-C41,150122PILv,1,USED
ERICSSON,BFD10193/2,LBB/LC/C24,150122PILv,1,USED
ERICSSON,ROJ208442/2,MAU,150122PILv,1,USED
ERICSSON,ROJ212206/1,MAU,150122PILv,1,USED
ERICSSON,ROJ212206/3,MAU-33,150122PILv,1,USED
ERICSSON,UKL50157/21H,MINI-LINK 6352 - ML6352 Terminal - 100 Mbps Base,150122PILv,1,USED
ERICSSON,ROJ208465/1,NWI-E 450A,150122PILv,1,USED
ERICSSON,ROJ208124/1,PEBv2 Board AIMg2 -5,150122PILv,1,USED
ERICSSON,ROJ208130/1,PEBv3,150122PILv,1,USED
ERICSSON,ROJ1192315/3,PRINTED Board ASSEMB/ET-MFX;V11 APP320,150122PILv,1,USED
ERICSSON,UKL40166/A22HP,RA2 X10 /A22HP Transmission 10GHZ,150122PILv,1,USED
ERICSSON,RA2301056/00,RADIO,150122PILv,1,USED
ERICSSON,UKL40166/22,RAU2 X 10/22,150122PILv,1,USED
ERICSSON,UKL40170/A28HP,RAU2 X 70/A28 HP,150122PILv,1,USED
ERICSSON,ROJ20408/2,RPG2-E,150122PILv,1,USED
ERICSSON,SOUCAEPTAA,XCRP4 Redback ,150122PILv,1,USED
EMC,100-562-716,AX4 NX4 Storage Processor Module,150122PILv,1,USED
DOT HILL,FRUKA06-01,FRUKA06-01 Dot Hill Chassis,150122PILv,1,USED
DELL,PowerConnect5324,24 Port Gigabit Ethernet Managed Switch,150122PILv,1,USED
CSA,UL-60950-1,UL-60950-1 Probe,150122PILv,1,USED
CISCO,WS-C3560-8PC-S,3560 Compact 8 Port 10/100 PoE + 1,150122PILv,1,USED
CISCO,WS-C3560X-48T-L,48 Gigabit Ethernet POE+ ports standalone switch,150122PILv,1,USED
CISCO,73-8733-01,7200 Series Board ENHANCED ATM,150122PILv,1,USED
CISCO,BPX-ASM-BC,ASM CISCO Board FOR 8600 (73-211910-00-C2),150122PILv,1,USED
CISCO,A9K-MPA-2X10GE,ASR 9000 2-port 10GE Modular Port Adapter,150122PILv,1,USED
CISCO,A9K-MPA-20X10GE,ASR 9000 20-PORTS 10 GE,150122PILv,1,USED
CISCO,WS-C3560X-48P-S,Catalyst 3560X 48 Port PoE IP Base Switch,150122PILv,1,USED
CISCO,WS-F6700-DFC3B,Catalyst 6500 Policy Ftr Board/Dist Fwrd Board,150122PILv,1,USED
CISCO,VS-SUP2T-10G,Catalyst 6500 Series Supervisor Engine 2T,150122PILv,1,USED
CISCO,WS-X6904-40G,Catalyst 6900 Series 4-Port 40 Gigabit Ethernet Module,150122PILv,1,USED
CISCO,SPA-1X10GE-L,CISCO 1-PORT 10GIGABIT ETHERNET SHARED PORT ADAPTE,150122PILv,1,USED
CISCO,SPA-1X10GE-L-V2,CISCO 1-PORT 10GIGABIT ETHERNET SHARED PORT ADAPTE,150122PILv,1,USED
CISCO,12000-SIP-601,CISCO 12000 Multirate 10G IP Services Engines (Modular),150122PILv,1,USED
CISCO,WS-X4908-10GE,CISCO 4900M  8 port 2:1 10 GE Board,150122PILv,1,USED
CISCO,WS-C4900M,CISCO 4900M Switch Base System with 8 X2 ports and,150122PILv,1,USED
CISCO,WS-X4012,CISCO 6513 Series Chassis Board SUPERVISOR ENGINE,150122PILv,1,USED
CISCO,73-1580-10,CISCO 7200 Series Board,150122PILv,1,USED
CISCO,73-3192-02,CISCO 7200 Series Board PACKET OVER SONET/SDH,150122PILv,1,USED
CISCO,73-1580-05,CISCO 7200 Series Board SERIAL V35,150122PILv,1,USED
CISCO,ASR1000-ESP20,CISCO ASR1000 Embedded Services Processor - 20G,150122PILv,1,USED
CISCO,ASR1000-RP1,CISCO ASR1000 Route Processor 1 -4GB DRAM,150122PILv,1,USED
CISCO,WS-X4448-GB-RJ45,CISCO Catalyst 4500 Series 48-Port 10/100/1000-Mbps,150122PILv,1,USED
CISCO,34-1535-01,CISCO Catalyst 6000 2500W AC Power Supply,150122PILv,1,USED
CISCO,WS-X6148A-45AF,CISCO Catalyst 6500 48-Port PoE 802.3af 10/100 -car,150122PILv,1,USED
CISCO,WS-F6700-DFC3BXL,CISCO Catalyst 6500 Dist Fwd Board- 3BXL - for WS-X6,150122PILv,1,USED
CISCO,WS-F6K-PFC3B,CISCO Catalyst WS-SUP720-3B,150122PILv,1,USED
CISCO,CRS-MSC-40G-B,CISCO CRS-1 Series Modular Services Board revision,150122PILv,1,USED
CISCO,SCE8000-SIP,CISCO SCE8000 SPA INTERFACE PROCESSOR,150122PILv,1,USED
CISCO,800-01836-07,CISCO7000 PT ADAPTER,150122PILv,1,USED
CISCO,800-01836-10,CISCO7200 PT ADAPTER,150122PILv,1,USED
CISCO,SPA-1X10GE-L-V2V02,Description is not found,150122PILv,1,USED
CISCO,WS-C2950-24,SWITCH,150122PILv,1,USED
CISCO,WS-C3560-48TS-S,SWITCH,150122PILv,1,USED
CISCO,SRW224G4,SWITCH LINKSYS 24 PORT,150122PILv,1,USED
HUAWEI,52432477,03020PSS Microwave Antenna -A26D06MAC-3NX -26G -600mm -UHP-M -Dual Polarization -Direct(XMC)/Separate(All RTN ODU) Mount -41.2dBi -1.3deg -30dB,150122PILv,0,USED
HUAWEI,52413844,ODU XMC-3 Microwave ODU -RTN XMC -38G --3 -Low site -H -37044MHz -37632MHz -38304MHz -38892MHz -Without doc -WR-28 -H01 -1260MHz -Sub Band A -37044MHz -37632MHz.,150122PILv,0,USED
NOKIA,3AL79624AA,SYNTH 4,150122PILv,0,USED
HUAWEI,02237123,WP11OMUa Board,150122PILv,0,USED
ERICSSON,ROJ212206/2,MAU,150122PILv,0,USED
ERICSSON,FAP1304372/7,SERVER D51B-1U,150122PILv,0,USED
ERICSSON,ROJ212232/1,POWC,150122PILv,0,USED
ERICSSON,ROJ21104/1,NPU3D,150122PILv,0,USED
ERICSSON,KRC11876/1,Transceiver/RRUS 01 B1;Radio UNIT (2100 MHZ),150122PILv,341,USED
ERICSSON,KRC11842/3,RRUW - 01 B1 Radio Unit RBS 3418,150122PILv,20,USED
ERICSSON,KRC11842/2,RRUW;01 B1 Radio Unit RBS 3418,150122PILv,15,USED
ERICSSON,KRC11862/2,Transceiver RUS 01 (900 MHZ),150122PILv,15,USED
ERICSSON,KRC11891/2,RRUS11B20 ,150122PILv,13,USED
HUAWEI,03030QBL,NETENGINE40E -CR51E8GEB0 -8-PORT 100/1000BASE-RJ45 PHYSICAL INTERFACE CARD,150122PILv,88,USED
HUAWEI,02310QAT,AR160 Series Access Router,150122PILv,46,USED
NOKIA,9962DUALENTERPRISEAP,NOKIA 3G FEMTOCELL,150122PILv,35,USED
HUAWEI,03030PME,"CR5D0L2XFA71 NE40E-X8A 2-Port 10GBase LAN/WAN-SFP+ Flexible Card A(P51-A).
",150122PILv,26,USED
HP,378705-421,PROLIANT DL360,150122PILv,23,USED
RADISYS,MPCBL0040N02Q,Intel MPCBL0001F04Q CPU Boards. NetStructure Single Board Computer | 2.0GHz Intel Xeon Processor | PMC & IDE Slots | Dual Gigabit LAN | Fibre Channel (RoHS compliant),150122PILv,19,USED
ERICSSON,ROJ208754/1R2A,Board,150122PILv,12,USED
NETSCOUT,AP5000,Board,150122PILv,10,USED
HUAWEI,03053538,PARC  - WP11NIUA  - NETWORK INTELLIGENCE UNIT BOARD,150122PILv,10,USED
CISCO,34-0687-04-B0,CISCO 280w Power Supply Unit,150122PILv,9,USED
TELTONIKA,TELTONIKARUT950,Teltonika RUT950 4G/LTE Wlan Router,150122PILv,7,USED
CISCO,CISCO1921-K9,CISCO ISR 1900 Series - CISCO 1921 Modular Router - ,150122PILv,6,USED
HP,DL380,378737-421 SERVER  W/O HDD,150122PILv,6,USED
CISCO,UCSB420M4,CISCO UCS B420 M4Blade Server,150122PILv,6,USED
HP,DL385G2,SERVER,150122PILv,5,USED
HUAWEI,03030LGB,TN52STG01 - Clock Syncronisation Board,150122PILv,5,USED
HUAWEI,03028262,BTS3012  - GM51DSAC  - SIGNAL ACCESS CARD FOR DTRU ,150122PILv,4,USED
HUAWEI,ANGMHSTG0101,ATN 910 C-G Series Access Router 12x10GE ports,150122PILv,4,USED
JUNIPER,SSG140,NO REFERENCE - Networks Secure Services Gateway,150122PILv,3,USED
HP,DL585,HP SERVER,150122PILv,3,USED
HP,579237-b21,ProLiant DL385 G6 Server0,150122PILv,3,USED
FORTINET,FORTIANALYZER200D,1 RU Rackmount 4x GE,150122PILv,3,USED
CISCO,341-0400-04-A0,2KW DC Power Module Version 2,150122PILv,3,USED
HP,HP-BladeSystem-C7000,HP Blade System C7000,150122PILv,2,USED
HP,573161-001,ProLiant DL385 G6 Server0,150122PILv,2,USED
HP,HSTNM-N035,QR481B HP SN6000B 16GB 48/48PWR PACK SWITCH,150122PILv,2,USED
HP,DL385G6,SERVER,150122PILv,2,USED
HP,SPARCENTERPRISEM5000,SERVER,150122PILv,2,USED
HP,STORAGEWORKSMSA50,SERVER,150122PILv,2,USED
CISCO,CATALYST4507RSWITCH,WRONG PN- not enough PN for CATALYST 4507R SWITCH,150122PILv,2,USED
RADISYS,ATCA-7240-CFG2-TEK,Board,150122PILv,2,USED
RADISYS,TD140IORTM,Board,150122PILv,2,USED
RADISYS,TD140FAN,FAN Tray,150122PILv,2,USED
JUNIPER,740-017976,RE-A-2000-HD IPUCAK0CTB Board with HDD (Rev2 available),150122PILv,2,USED
CISCO,NPE-G1,7200 Network Processing Engine with 3 GE/FE/E ports,,2,
HP,DPS-7000GB,Power Supply,150122PILv,1,USED
HUAWEI,02311APA,WD5M18395300 RRU3953 for Multi-mode 1800MHz (2*80W),150122PILv,1,USED
SUN,NETRAT20003003A,SERVER,150122PILv,1,USED
HP,DL380G7,583914-B21,150122PILv,1,USED
HP,DL580,HP SERVER,150122PILv,1,USED
HP,311143-421,PROLIANT DL380 2U RACK SERVER,150122PILv,1,USED
HP,DL380G5,SERVER,150122PILv,1,USED
RADISYS,MPCBL0001F04Q,SBC-G-TKT200-000 Intel MPCBL0001F04Q CPU Boards. NetStructure Single Board Computer | 2.0GHz Intel Xeon Processor | PMC & IDE Slots | Dual Gigabit LAN | Fibre Channel (RoHS compliant),150122PILv,1,USED
FORTINET,FORTIGATE300C,10x 1000Base-T Ports,150122PILv,1,USED
FORTINET,FORTIGATE100D,Network VPN,150122PILv,1,USED
ERICSSON,ROA1283184/1,IPUIANTCAA GE1020 ENET 1Gb (Redback),150124JGKn,1,USED
CISCO,CATALYST4506SWITCH,Campus LAN Switches - Access,150122PILv,1,USED
CISCO,SPA-2X1GEV02,CISCO 2-Port Gigabit Ethernet Shared Port Adapter Version 2,150122PILv,1,USED
HP,DL320,SERVER,150122PILv,0,USED
HUAWEI,014130367,Optical Cable LC-SC-10MT-SINGLE MODE ,150122PILv,90,USED
TTAF,LC-LC-150MT-SM-TTAF,Optical Cable LC-LC-150MT-SM-TTAF SingleMode,150122PILv,60,USED
HUAWEI,014130222,Optical Cable LC-LC-10MT-MULTI MODE ,150122PILv,50,USED
HUAWEI,04130697-002,Description is not found,150122PILv,46,USED
ERICSSON,RPM777484/01500,SIGNAL CABLE ,150122PILv,30,USED
CISCO,WS-CAC-4000W-INT,4000W AC Power Supply - International ( cable),150122PILv,20,USED
ERICSSON,TSR432151/10M,CONNECTION SIGNAL CABLE,150122PILv,15,USED
ANDREW,F112KKC3-HU,Cable MICROWAVE RAU COMMSCOPE 76MM 152MM 264DEG/M,150122PILv,11,USED
HUAWEI,02239643,Grounding Cable Power cable 2.5mm + Set of connectors etc,150122PILv,3,USED
HUAWEI,02239646,Grounding Cable+Power Cable 2.5mm+Set of connectors etc,150122PILv,3,USED
DELTA,52020BFL,DELTA Control UNIT Board,150122PILv,922,USED
DELTA,52020BFM,DELTA Rectifier UNIT 2700 Watt (-48V/24V),150122PILv,444,USED
DELTA,52020BER,DELTA Rectifier Purpose Control Unit Screen,150122PILv,324,USED
DELTA,52020BJM,DELTA Rectifier Access Board,150122PILv,263,USED
NOKIA,C109045.B1C,CDSP-D Board,150122PILv,180,USED
DELTA,52020BFO,DELTA CONVERTER UNIT 1000 Watt (-48V/24V),150122PILv,113,USED
HUAWEI,02234857,TMA Macro cell And 40WRRU Double Tower Mounted Amp,150122PILv,83,USED
HUAWEI,03030JCY,CR53-P10-4xPOS/STM4-SFP 4-port OC-12c/STM-4c POS-SFP Flexible Board,150122PILv,59,USED
NOKIA,C109974.A1A,BISFC,150122PILv,53,USED
FIBERXON,FTM-3101C-L15-AT,Fiberxon FTM-3101C-L15-AT SFP Transceiver Module,150122PILv,49,USED
DELTA,52020BKJ,DELTA ALARM Control Unit Version 2,150122PILv,48,USED
NOKIA,C71700.C1E,TBUF TIMING BUFFER,150122PILv,43,USED
DELTA,52020BJN,DELTA Rectifier 2U Chassis,150122PILv,42,USED
OPWAY,OP-8910,SFP,150122PILv,38,USED
ERICSSON,ROJ1192106/74,GPB Board,150122PILv,38,USED
ELTEK,52020BFK,ELTEK FLATPACK CONVERTER UNIT 1100 Watt (-48V/24V),150122PILv,35,USED
OPWAY,OP-MP434L1SD-20,SFP,150122PILv,34,USED
CISCO,TN7K-M148GT-11L,NEXUS 7000-48 PORT,150122PILv,30,USED
COMBA,COMBASN-5200,800MHz+900MHz+2100MHz Tri-Band Digital Pico Repeat,150122PILv,29,USED
SUN,375-3301-01,SUN SFP,150122PILv,28,USED
DELTA,52020BJL,DELTA HE PLUGIN Control UNIT(-48V/24V),150122PILv,27,USED
HG GENUINE,MXPD-123S-F,SFP,150122PILv,26,USED
SUMITOMO,S-16.1DDM,SFP,150122PILv,26,USED
NOKIA,C109447.B1C,NOKIA Board,150122PILv,25,USED
DELTA,52020BGG,DELTA Rectifier 6U-5U,150122PILv,20,USED
CISCO,800-05176-01,8PRI Module,150122PILv,20,USED
NOKIA,C109702.B1A,IW1S1,150122PILv,16,USED
NOKIA,C109472.A01,PD30,150122PILv,14,USED
OTHER,RXTM159-400,SFP,150122PILv,13,USED
DELTA,52020BES,DELTA Rectifier UNIT 2700 Watt,150122PILv,12,USED
NOKIA,C111034.A3C,CCP18-C,150122PILv,12,USED
NOKIA,C109093.C5A,Board,150122PILv,9,USED
NOKIA,C111134.B2B,Board,150122PILv,9,USED
NOKIA,C111195.A3A,CDSP-DT,150122PILv,9,USED
ERICSSON,ROJH207001/1,MERED (TRA R5),150122PILv,9,USED
OTHER,JAY4663YB0V-Y,CONTACTOR 60,150122PILv,8,USED
DELTA,52020BLR,DELTA Rectifier UNIT DPR 600B-48,150122PILv,8,USED
NOKIA,MXPD-243SI,SFP,150122PILv,8,USED
NOKIA,C109451.A1C,Board,150122PILv,8,USED
NOKIA,C110911.C3B,MX1G6-A,150122PILv,8,USED
HUAWEI,03020QLT,NO REFERENCE,150122PILv,7,USED
HUAWEI,03054111,NO REFERENCE,150122PILv,7,USED
COMBA,MP-100(T7V),COMBA PICO REPEATER 4G,150122PILv,7,USED
FIBERXON,FTM-8120C-L-AT,SFP 1AB187280033 Transceiver 1GbESXDDM optical,150122PILv,7,USED
NOKIA,C109093.B02,CCP18-A,150122PILv,7,USED
NOKIA,C103491.C2B,IW1S1,150122PILv,7,USED
HUAWEI,02120730,DCDU-12A,150122PILv,7,USED
COMBA,CM-DW2D-OA2I,OTHER,150122PILv,6,USED
DELTA,52020BIZ,DELTA HE Rectifier UNIT 2900 Watt (-48V/24V),150122PILv,6,USED
COMBA,RX2123,Pico repeater COMBA RX 2123,150122PILv,6,USED
NOKIA,C108885.D02,Board,150122PILv,6,USED
HUAWEI,03030PTB,CR5D00C8CF71 8-Port Channelized STM-1c POS-SFP Flexible Card(P50).,150122PILv,6,USED
HUAWEI,02231CRN,SPM60A AC Lightning protection box,150122PILv,6,USED
NOKIA,C109045.B1A,CDSP-D  ,150122PILv,5,USED
KINGSIGNAL,200WLOADPD080211,DP120 SERVICE INFORMATION CISCO,150122PILv,5,USED
COMBA,MBDA-2133,COMBA 2100MHz Digital Band Selective Repeater 3G,150122PILv,4,USED
SMT,RTXM-191-400-C37,SFP,150122PILv,4,USED
OTHER,1GS-000146-D1A,SFP,150122PILv,4,USED
OPWAY,OP-3420D,SFP,150122PILv,4,USED
OPWAY,OP8940,SFP,150122PILv,4,USED
NOKIA,SP-GB-LX-INFN-SA2,SFP,150122PILv,4,USED
NOKIA,C111134.B1A,Board ,150122PILv,4,USED
NOKIA,C109093.C4B,EHAT,150122PILv,4,USED
NOKIA,C108427.C2A,ESA24,150122PILv,4,USED
NOKIA,C108427.C2B,ESA24,150122PILv,4,USED
NOKIA,C08986.E3D,TSS3,150122PILv,4,USED
HUAWEI,02121775,FAN-HERT MPE-WD2E15FAN-OFU03D.,150122PILv,4,USED
CISCO,WS-X4516,SUPERVISOR ENGINE,150122PILv,4,USED
COMBA,MP-100(T52),DIGITAL PICO REPEATER 4G  INPUT DC12V,150122PILv,3,USED
AVS,AVSBSR933C, Signal Amplifier,150122PILv,3,USED
OTHER,ANET3W4AA,NNTM 310K7GNT,150122PILv,3,USED
NOKIA,C103491.C1A,Board,150122PILv,3,USED
NOKIA,C109702.B2B,Board,150122PILv,3,USED
